,straat,huisnr,adres,vergunning,vergund tot
2068,Duivenvoordestraat,187,Duivenvoordestraat 187,nachthoreca,2026-03-18
2069,Delftsestraat,120,Delftsestraat 120,alcoholvergunning,2026-02-04
2070,Hyacintstraat,70,Hyacintstraat 70,terrasvergunning,2024-05-27
2071,Sumatraweg,30,Sumatraweg 30,nachthoreca,2023-01-07
2072,Kleiweg,5,Kleiweg 5,alcoholvergunning,2023-03-22
2073,Velsenluststraat,122,Velsenluststraat 122,alcoholvergunning,2023-10-26
2074,Oostzeedijk Beneden,16,Oostzeedijk Beneden 16,alcoholvergunning,2023-11-19
2075,Prins Frederik Hendrikstraat,157,Prins Frederik Hendrikstraat 157,exploitatievergunning,2027-02-15
2076,Frida Kahlopad,98,Frida Kahlopad 98,alcoholvergunning,2026-06-15
2077,Boterbloem,199,Boterbloem 199,nachthoreca,2024-07-04
2078,Neel Gijsenpad,106,Neel Gijsenpad 106,omgevingsvergunning,2025-10-02
2079,Ranonkelstraat,139,Ranonkelstraat 139,alcoholvergunning,2026-06-04
2080,Heyenkamp,95,Heyenkamp 95,alcoholvergunning,2026-08-30
2081,Maurickerf,46,Maurickerf 46,nachthoreca,2027-05-30
2082,Borgharensingel,92,Borgharensingel 92,alcoholvergunning,2026-06-18
2083,Brandaanstraat,145,Brandaanstraat 145,exploitatievergunning,2023-03-07
2084,Hekbootstraat,70,Hekbootstraat 70,alcoholvergunning,2023-08-04
2085,Vaanweg,171,Vaanweg 171,nachthoreca,2022-08-04
2086,Coolhaven-terras,27,Coolhaven-terras 27,exploitatievergunning,2025-12-28
2087,Schobbelantstraat,150,Schobbelantstraat 150,nachthoreca,2026-06-20
2088,Cypruslaan,36,Cypruslaan 36,exploitatievergunning,2025-11-08
2089,Pinksterweide,36,Pinksterweide 36,alcoholvergunning,2025-04-07
2090,Museumpark,198,Museumpark 198,alcoholvergunning,2023-11-19
2091,Dirk Muijspad,9,Dirk Muijspad 9,nachthoreca,2023-11-10
2092,Benthemplein,134,Benthemplein 134,alcoholvergunning,2022-12-29
2093,Johannes-Brandstraat,193,Johannes-Brandstraat 193,exploitatievergunning,2022-12-16
2094,Van der Schellingstraat,100,Van der Schellingstraat 100,omgevingsvergunning,2022-09-17
2095,Plotinusstraat,126,Plotinusstraat 126,omgevingsvergunning,2023-04-02
2096,Godijn van Dormaalstraat,99,Godijn van Dormaalstraat 99,terrasvergunning,2024-03-25
2097,Voorschoterstraat,120,Voorschoterstraat 120,terrasvergunning,2024-10-30
2098,De Bazelstraat,3,De Bazelstraat 3,alcoholvergunning,2022-07-30
2099,Geert van Oorschotstraat,140,Geert van Oorschotstraat 140,nachthoreca,2026-06-22
2100,Herman Gorterstraat,143,Herman Gorterstraat 143,terrasvergunning,2023-07-16
2101,Rietkerkweg,109,Rietkerkweg 109,terrasvergunning,2027-01-17
2102,Zuidhoek,4,Zuidhoek 4,omgevingsvergunning,2024-10-24
2103,Nico van der Valkpad,67,Nico van der Valkpad 67,alcoholvergunning,2024-12-02
2104,Van Moorselstraat,41,Van Moorselstraat 41,exploitatievergunning,2025-11-19
2105,Hertzplaats,32,Hertzplaats 32,nachthoreca,2024-01-20
2106,Versijdenstraat,94,Versijdenstraat 94,nachthoreca,2026-04-06
2107,Toussaintstraat,159,Toussaintstraat 159,nachthoreca,2022-12-16
2108,Piet Heynstraat,29,Piet Heynstraat 29,nachthoreca,2024-08-27
2109,Meerdijk,142,Meerdijk 142,terrasvergunning,2027-05-02
2110,Halfwegdijk,113,Halfwegdijk 113,alcoholvergunning,2023-10-30
2111,Woudrichemstraat,133,Woudrichemstraat 133,nachthoreca,2025-02-13
2112,3e Goudsewagenhof,133,3e Goudsewagenhof 133,alcoholvergunning,2024-04-07
2113,Aldenkamp,23,Aldenkamp 23,omgevingsvergunning,2025-09-18
2114,Ramaerpad,132,Ramaerpad 132,exploitatievergunning,2023-06-06
2115,Wildenburg,63,Wildenburg 63,alcoholvergunning,2026-09-14
2116,Touwslagersstraat,40,Touwslagersstraat 40,omgevingsvergunning,2024-12-16
2117,Panfluit,163,Panfluit 163,exploitatievergunning,2026-02-05
2118,Viermerenstraat,24,Viermerenstraat 24,omgevingsvergunning,2025-10-29
2119,Wijdschildpad,190,Wijdschildpad 190,omgevingsvergunning,2024-08-15
2120,Buizenpark,180,Buizenpark 180,exploitatievergunning,2023-02-15
2121,Amelandsestraat,168,Amelandsestraat 168,terrasvergunning,2023-06-06
2122,Karakterplein,9,Karakterplein 9,terrasvergunning,2026-09-18
2123,Mijlpad,161,Mijlpad 161,omgevingsvergunning,2026-11-22
2124,Cliviastraat,191,Cliviastraat 191,alcoholvergunning,2024-01-17
2125,Stootblok,191,Stootblok 191,omgevingsvergunning,2025-09-07
2126,Menno ter Braakstraat,190,Menno ter Braakstraat 190,exploitatievergunning,2024-06-20
2127,Nieuwe Crooswijkseweg,44,Nieuwe Crooswijkseweg 44,alcoholvergunning,2025-10-01
2128,Rie Mastenbroeklaan,175,Rie Mastenbroeklaan 175,omgevingsvergunning,2022-10-18
2129,Diepeveenstraat,155,Diepeveenstraat 155,nachthoreca,2027-03-04
2130,Vuurpijlstraat,130,Vuurpijlstraat 130,nachthoreca,2025-11-03
2131,Stadhuisstraat,97,Stadhuisstraat 97,omgevingsvergunning,2027-04-01
2132,Van Harenstraat,41,Van Harenstraat 41,exploitatievergunning,2027-04-03
2133,Plataanweg,107,Plataanweg 107,exploitatievergunning,2025-05-17
2134,Westerstraat,175,Westerstraat 175,alcoholvergunning,2023-08-09
2135,Jan van Vuchtstraat,128,Jan van Vuchtstraat 128,alcoholvergunning,2024-04-15
2136,Mookhoekplein,2,Mookhoekplein 2,alcoholvergunning,2026-11-21
2137,Marinus Batenburgplein,135,Marinus Batenburgplein 135,alcoholvergunning,2024-05-23
2138,3e Katendrechtsehoofd,48,3e Katendrechtsehoofd 48,alcoholvergunning,2025-09-25
2139,Nederhovenstraat,98,Nederhovenstraat 98,omgevingsvergunning,2025-03-18
2140,Koppeldijk,104,Koppeldijk 104,alcoholvergunning,2023-06-07
2141,W.G. Witteveenplein,78,W.G. Witteveenplein 78,exploitatievergunning,2027-06-06
2142,Heindijk,181,Heindijk 181,nachthoreca,2023-10-20
2143,Albert Verweystraat,126,Albert Verweystraat 126,exploitatievergunning,2024-09-08
2144,Jonker Fransstraat,167,Jonker Fransstraat 167,exploitatievergunning,2023-06-24
2145,Eric Kranspad,71,Eric Kranspad 71,exploitatievergunning,2023-05-22
2146,Walravenstraat,60,Walravenstraat 60,alcoholvergunning,2025-05-08
2147,Gaagstraat,67,Gaagstraat 67,alcoholvergunning,2025-06-04
2148,Van der Takstraat,104,Van der Takstraat 104,nachthoreca,2025-01-28
2149,Weerlanerstraat,178,Weerlanerstraat 178,nachthoreca,2026-07-25
2150,Schoonegge,158,Schoonegge 158,omgevingsvergunning,2027-01-20
2151,Veldloopstraat,142,Veldloopstraat 142,omgevingsvergunning,2022-08-17
2152,Zwijnsbergenweg,180,Zwijnsbergenweg 180,omgevingsvergunning,2024-04-08
2153,Johanna Dekhuijzenstraat,112,Johanna Dekhuijzenstraat 112,alcoholvergunning,2023-06-08
2154,Pampagras,140,Pampagras 140,omgevingsvergunning,2023-08-11
2155,Smetanalaan,94,Smetanalaan 94,terrasvergunning,2026-02-28
2156,Plaza,1,Plaza 1,omgevingsvergunning,2024-07-29
2157,Jonker Fransstraat,109,Jonker Fransstraat 109,omgevingsvergunning,2026-03-19
2158,Groenezoom,164,Groenezoom 164,terrasvergunning,2022-07-31
2159,Rondolaan,187,Rondolaan 187,terrasvergunning,2023-11-13
2160,Emelissedijk,121,Emelissedijk 121,alcoholvergunning,2023-12-10
2161,Watergeusstraat,51,Watergeusstraat 51,nachthoreca,2026-04-13
2162,Eric Kranspad,174,Eric Kranspad 174,nachthoreca,2023-09-12
2163,Karbouwstraat,19,Karbouwstraat 19,exploitatievergunning,2026-10-02
2164,Vennipperstraat,184,Vennipperstraat 184,omgevingsvergunning,2024-03-29
2165,Beumershoek,183,Beumershoek 183,terrasvergunning,2023-11-22
2166,Kandelaarweg,150,Kandelaarweg 150,exploitatievergunning,2023-10-11
2167,Paradijsplein,96,Paradijsplein 96,omgevingsvergunning,2025-02-18
2168,Obrechtlaan,76,Obrechtlaan 76,alcoholvergunning,2023-12-11
2169,Terbregsehof,1,Terbregsehof 1,alcoholvergunning,2025-05-05
2170,Poldermeesterstraat,20,Poldermeesterstraat 20,nachthoreca,2022-07-27
2171,Struitenweg,118,Struitenweg 118,terrasvergunning,2026-10-13
2172,Dalkruidstraat,94,Dalkruidstraat 94,terrasvergunning,2027-06-15
2173,Burgemeester de Josselin de Jonglaan,35,Burgemeester de Josselin de Jonglaan 35,nachthoreca,2023-01-11
2174,3e Carnissestraat,18,3e Carnissestraat 18,nachthoreca,2027-03-17
2175,Albertistraat,139,Albertistraat 139,exploitatievergunning,2022-12-10
2176,Schere,149,Schere 149,omgevingsvergunning,2023-06-14
2177,Sophiastraat,158,Sophiastraat 158,terrasvergunning,2024-06-26
2178,Dosiostraat,191,Dosiostraat 191,nachthoreca,2026-10-25
2179,West-Varkenoordseweg,45,West-Varkenoordseweg 45,terrasvergunning,2025-11-22
2180,Zandblokstraat,39,Zandblokstraat 39,omgevingsvergunning,2026-02-16
2181,Ziedewijstraat,168,Ziedewijstraat 168,exploitatievergunning,2023-04-16
2182,Troelstrastraat,149,Troelstrastraat 149,omgevingsvergunning,2024-01-10
2183,Hoogvlietstraat,82,Hoogvlietstraat 82,nachthoreca,2023-04-29
2184,Zilverschoonstraat,87,Zilverschoonstraat 87,alcoholvergunning,2024-07-04
2185,Plein 1953,18,Plein 1953 18,alcoholvergunning,2023-05-10
2186,Riederlaan,19,Riederlaan 19,omgevingsvergunning,2027-03-06
2187,Naaldwijkstraat,86,Naaldwijkstraat 86,alcoholvergunning,2023-10-06
2188,Cannenburchstraat,116,Cannenburchstraat 116,omgevingsvergunning,2025-12-13
2189,Corry Tendeloostraat,194,Corry Tendeloostraat 194,alcoholvergunning,2026-03-06
2190,Hoge Boezem,81,Hoge Boezem 81,omgevingsvergunning,2025-01-30
2191,Berkenwoudestraat,160,Berkenwoudestraat 160,exploitatievergunning,2024-04-25
2192,Dotterbloemstraat,20,Dotterbloemstraat 20,terrasvergunning,2026-08-05
2193,2e Crooswijksedwarsstraat,11,2e Crooswijksedwarsstraat 11,omgevingsvergunning,2023-06-21
2194,Bart van der Leckstraat,185,Bart van der Leckstraat 185,alcoholvergunning,2025-09-02
2195,Vederdistel,195,Vederdistel 195,terrasvergunning,2022-12-13
2196,Taselaarstraat,63,Taselaarstraat 63,nachthoreca,2023-04-02
2197,Verhagenstraat,7,Verhagenstraat 7,exploitatievergunning,2023-01-31
2198,Gerdesiaweg,97,Gerdesiaweg 97,alcoholvergunning,2027-03-14
2199,Allard Piersonstraat,35,Allard Piersonstraat 35,omgevingsvergunning,2022-12-11
2200,Boerengatkade,168,Boerengatkade 168,exploitatievergunning,2023-07-05
2201,Rozenkamp,103,Rozenkamp 103,exploitatievergunning,2026-12-03
2202,Caspar Fagellaan,115,Caspar Fagellaan 115,alcoholvergunning,2024-12-02
2203,Overblaak,3,Overblaak 3,alcoholvergunning,2026-05-09
2204,Meerdijk,1,Meerdijk 1,omgevingsvergunning,2026-09-27
2205,Willem van Hillegaersbergstraat,96,Willem van Hillegaersbergstraat 96,omgevingsvergunning,2025-07-06
2206,Oudaenstraat,51,Oudaenstraat 51,nachthoreca,2024-04-17
2207,Frankenoord,23,Frankenoord 23,omgevingsvergunning,2024-07-18
2208,Kralingse Zoom,114,Kralingse Zoom 114,omgevingsvergunning,2027-01-05
2209,Marentakstraat,107,Marentakstraat 107,omgevingsvergunning,2026-10-11
2210,Vlashagen,81,Vlashagen 81,exploitatievergunning,2025-09-27
2211,Jan Vrijlandtsingel,183,Jan Vrijlandtsingel 183,exploitatievergunning,2023-05-14
2212,Delfgaauwstraat,47,Delfgaauwstraat 47,exploitatievergunning,2023-07-09
2213,Hillelaan,130,Hillelaan 130,omgevingsvergunning,2026-03-21
2214,Rilland Bathstraat,102,Rilland Bathstraat 102,omgevingsvergunning,2022-08-15
2215,Buitendijk,161,Buitendijk 161,exploitatievergunning,2026-09-06
2216,Dempostraat,137,Dempostraat 137,exploitatievergunning,2027-02-26
2217,Schansweg,133,Schansweg 133,alcoholvergunning,2022-07-28
2218,Van Nideckstraat,86,Van Nideckstraat 86,exploitatievergunning,2023-02-28
2219,Bostelweg,148,Bostelweg 148,nachthoreca,2025-12-03
2220,Brugwachter,100,Brugwachter 100,terrasvergunning,2022-08-29
2221,Blankenburgerpark,120,Blankenburgerpark 120,nachthoreca,2026-12-20
2222,Adriaen Mijnlieffstraat,130,Adriaen Mijnlieffstraat 130,alcoholvergunning,2023-02-05
2223,Schimmelpenninckstraat,170,Schimmelpenninckstraat 170,nachthoreca,2023-04-16
2224,Berkelselaan,162,Berkelselaan 162,nachthoreca,2027-01-25
2225,Donkerslootstraat,197,Donkerslootstraat 197,omgevingsvergunning,2023-03-11
2226,Plaszoom,152,Plaszoom 152,exploitatievergunning,2023-02-10
2227,Piet Zwartstraat,38,Piet Zwartstraat 38,nachthoreca,2024-08-02
2228,Amstelstraat,157,Amstelstraat 157,alcoholvergunning,2027-05-27
2229,Geldroperf,185,Geldroperf 185,nachthoreca,2024-03-15
2230,Sandelingstraat,94,Sandelingstraat 94,nachthoreca,2023-03-11
2231,Ellemeethof,151,Ellemeethof 151,omgevingsvergunning,2024-12-21
2232,Tapstraat,152,Tapstraat 152,exploitatievergunning,2026-08-13
2233,Talingstraat,65,Talingstraat 65,terrasvergunning,2025-12-03
2234,Perentuin,163,Perentuin 163,exploitatievergunning,2023-11-24
2235,Steenbreekvaren,169,Steenbreekvaren 169,alcoholvergunning,2025-03-31
2236,Osseweistraat,59,Osseweistraat 59,exploitatievergunning,2024-11-16
2237,Trilgras,162,Trilgras 162,omgevingsvergunning,2026-06-17
2238,Mare,134,Mare 134,omgevingsvergunning,2023-06-05
2239,Van de Leckestraat,81,Van de Leckestraat 81,nachthoreca,2026-05-31
2240,Hoge Schiehof,131,Hoge Schiehof 131,alcoholvergunning,2023-09-21
2241,Ismenestraat,200,Ismenestraat 200,terrasvergunning,2026-02-20
2242,President Wilsonweg,70,President Wilsonweg 70,terrasvergunning,2023-04-27
2243,Robert Kochplaats,193,Robert Kochplaats 193,terrasvergunning,2024-01-06
2244,Favrestraat,166,Favrestraat 166,exploitatievergunning,2025-10-16
2245,Heijkoopstraat,128,Heijkoopstraat 128,exploitatievergunning,2023-08-10
2246,Jacques Presserhof,153,Jacques Presserhof 153,nachthoreca,2026-10-18
2247,Van Deventerstraat,6,Van Deventerstraat 6,alcoholvergunning,2023-11-04
2248,Galateestraat,127,Galateestraat 127,exploitatievergunning,2026-07-20
2249,Sydneystraat,34,Sydneystraat 34,alcoholvergunning,2024-02-01
2250,Rendierstraat,113,Rendierstraat 113,terrasvergunning,2024-05-20
2251,Van Speykstraat,44,Van Speykstraat 44,terrasvergunning,2022-09-05
2252,Jos Colerstraat,46,Jos Colerstraat 46,alcoholvergunning,2022-12-04
2253,Nieuwenhoornstraat,89,Nieuwenhoornstraat 89,alcoholvergunning,2025-01-12
2254,Laagjesweg,104,Laagjesweg 104,terrasvergunning,2026-05-09
2255,Ellewoutsdijkstraat,151,Ellewoutsdijkstraat 151,nachthoreca,2025-09-30
2256,Hennewierstraat,174,Hennewierstraat 174,alcoholvergunning,2026-06-25
2257,Goudsewagenstraat,185,Goudsewagenstraat 185,alcoholvergunning,2026-10-16
2258,Sint-Annalandstraat,111,Sint-Annalandstraat 111,exploitatievergunning,2024-10-30
2259,Schiebroekselaan,117,Schiebroekselaan 117,omgevingsvergunning,2025-02-22
2260,Zebrastraat,45,Zebrastraat 45,exploitatievergunning,2027-01-14
2261,Zijpe,41,Zijpe 41,omgevingsvergunning,2025-09-23
2262,Godijn van Dormaalstraat,173,Godijn van Dormaalstraat 173,nachthoreca,2024-10-12
2263,Lisztlaan,88,Lisztlaan 88,terrasvergunning,2022-11-20
2264,Kerkhoflaan,41,Kerkhoflaan 41,alcoholvergunning,2027-05-31
2265,Persoonskade,24,Persoonskade 24,nachthoreca,2022-07-30
2266,Kreekpad,76,Kreekpad 76,exploitatievergunning,2026-04-19
2267,Bleiswijkstraat,47,Bleiswijkstraat 47,nachthoreca,2025-12-17
2268,Blekerslaan,125,Blekerslaan 125,omgevingsvergunning,2025-04-25
2269,Pietersdijk,135,Pietersdijk 135,exploitatievergunning,2025-05-12
2270,Max Heymansstraat,50,Max Heymansstraat 50,alcoholvergunning,2023-12-28
2271,Spiegelnisserstraat,144,Spiegelnisserstraat 144,alcoholvergunning,2027-01-11
2272,Swiftstraat,86,Swiftstraat 86,exploitatievergunning,2027-06-04
2273,Boezemkade,12,Boezemkade 12,omgevingsvergunning,2022-10-19
2274,Bree,1,Bree 1,terrasvergunning,2027-04-27
2275,Vlambloem,79,Vlambloem 79,alcoholvergunning,2025-07-20
2276,Goosse van der Windstraat,139,Goosse van der Windstraat 139,terrasvergunning,2024-08-25
2277,Wilkstraat,36,Wilkstraat 36,exploitatievergunning,2027-06-05
2278,Saenredamstraat,126,Saenredamstraat 126,exploitatievergunning,2023-04-21
2279,Zevenbergsedijkje,43,Zevenbergsedijkje 43,omgevingsvergunning,2022-07-09
2280,Michelangelostraat,67,Michelangelostraat 67,alcoholvergunning,2025-12-20
2281,Burgemeester de Villeneuvesingel,174,Burgemeester de Villeneuvesingel 174,nachthoreca,2026-06-16
2282,2e Schansstraat,121,2e Schansstraat 121,omgevingsvergunning,2022-10-02
2283,Veenmos,68,Veenmos 68,nachthoreca,2026-01-16
2284,Appeldijk,120,Appeldijk 120,nachthoreca,2024-11-18
2285,Scharster,194,Scharster 194,nachthoreca,2022-12-19
2286,Ravenhorst,1,Ravenhorst 1,alcoholvergunning,2022-08-04
2287,Jufferkade,101,Jufferkade 101,terrasvergunning,2027-05-11
2288,Nico van der Valkpad,112,Nico van der Valkpad 112,omgevingsvergunning,2023-10-11
2289,Struitenweg,12,Struitenweg 12,omgevingsvergunning,2026-08-10
2290,Laurens van Kuikstraat,75,Laurens van Kuikstraat 75,terrasvergunning,2026-01-10
2291,Strekkade,191,Strekkade 191,omgevingsvergunning,2023-07-02
2292,Lindenhof,147,Lindenhof 147,terrasvergunning,2023-09-03
2293,Sigrid Undsetweg,181,Sigrid Undsetweg 181,terrasvergunning,2026-02-20
2294,Wagtendonkpad,176,Wagtendonkpad 176,alcoholvergunning,2025-04-08
2295,Oldenoord,188,Oldenoord 188,nachthoreca,2023-10-25
2296,Korfoepad,67,Korfoepad 67,terrasvergunning,2023-06-12
2297,Plassingel,34,Plassingel 34,terrasvergunning,2023-08-18
2298,Oude IJsselmondsehoofd,95,Oude IJsselmondsehoofd 95,exploitatievergunning,2026-06-15
2299,Jacques Dutilhweg,186,Jacques Dutilhweg 186,nachthoreca,2026-08-06
2300,Heinsiuslaan,83,Heinsiuslaan 83,terrasvergunning,2024-08-12
2301,Rhijnvis Feithstraat,166,Rhijnvis Feithstraat 166,alcoholvergunning,2026-09-20
2302,Abtsweg,45,Abtsweg 45,nachthoreca,2027-01-14
2303,Langegeer,136,Langegeer 136,omgevingsvergunning,2025-05-02
2304,Beverstraat,1,Beverstraat 1,alcoholvergunning,2025-01-19
2305,Mauritsweg,50,Mauritsweg 50,alcoholvergunning,2023-09-29
2306,Stadhouderslaan,103,Stadhouderslaan 103,omgevingsvergunning,2026-07-13
2307,1e Pijnackerstraat,80,1e Pijnackerstraat 80,alcoholvergunning,2027-05-06
2308,Hectorstraat,33,Hectorstraat 33,omgevingsvergunning,2026-01-28
2309,Titaniumstraat,82,Titaniumstraat 82,exploitatievergunning,2025-05-14
2310,Gratamastraat,84,Gratamastraat 84,nachthoreca,2025-07-26
2311,Prins Hendrikkade,71,Prins Hendrikkade 71,alcoholvergunning,2025-08-23
2312,Favrestraat,69,Favrestraat 69,alcoholvergunning,2026-01-15
2313,Robijnstraat,123,Robijnstraat 123,omgevingsvergunning,2027-04-26
2314,Havenstraat,59,Havenstraat 59,nachthoreca,2024-01-12
2315,Maracas,182,Maracas 182,exploitatievergunning,2023-07-28
2316,Dresdenlaan,104,Dresdenlaan 104,terrasvergunning,2025-07-30
2317,Freericksplaats,137,Freericksplaats 137,alcoholvergunning,2024-10-04
2318,Librijesteeg,58,Librijesteeg 58,omgevingsvergunning,2025-09-17
2319,Raephorststraat,100,Raephorststraat 100,nachthoreca,2025-10-12
2320,Blauwgras,1,Blauwgras 1,nachthoreca,2025-07-30
2321,Maarland,124,Maarland 124,alcoholvergunning,2026-11-20
2322,Minkestraat,155,Minkestraat 155,exploitatievergunning,2023-12-19
2323,Herman Robbersstraat,124,Herman Robbersstraat 124,alcoholvergunning,2023-08-07
2324,Gildenburg,85,Gildenburg 85,terrasvergunning,2027-05-20
2325,Bruijnstraat,93,Bruijnstraat 93,terrasvergunning,2022-12-04
2326,Nieuwe Boezemstraat,173,Nieuwe Boezemstraat 173,terrasvergunning,2024-06-19
2327,Grotemarkt,95,Grotemarkt 95,terrasvergunning,2023-06-14
2328,Grote Wielen,22,Grote Wielen 22,omgevingsvergunning,2024-06-10
2329,Volmarijnstraat,66,Volmarijnstraat 66,omgevingsvergunning,2023-01-07
2330,Vigohof,134,Vigohof 134,omgevingsvergunning,2022-08-27
2331,Grijpestein,10,Grijpestein 10,omgevingsvergunning,2024-04-18
2332,Korte Hoogstraat,143,Korte Hoogstraat 143,terrasvergunning,2026-09-13
2333,Toon van Vlietstraat,25,Toon van Vlietstraat 25,alcoholvergunning,2023-04-16
2334,De Lamartinestraat,168,De Lamartinestraat 168,nachthoreca,2025-05-01
2335,Terschellingsestraat,135,Terschellingsestraat 135,alcoholvergunning,2026-09-11
2336,Houthandelhof,17,Houthandelhof 17,nachthoreca,2027-02-07
2337,Diepenhorst,40,Diepenhorst 40,omgevingsvergunning,2026-09-02
2338,Guldenwaard,16,Guldenwaard 16,nachthoreca,2022-07-08
2339,Guldenwaard,132,Guldenwaard 132,alcoholvergunning,2023-11-11
2340,Stuttgartstraat,104,Stuttgartstraat 104,exploitatievergunning,2023-02-28
2341,Stadhuisstraat,19,Stadhuisstraat 19,terrasvergunning,2025-09-29
2342,IJsclubdwarsstraat,102,IJsclubdwarsstraat 102,omgevingsvergunning,2025-05-20
2343,Saftlevenstraat,92,Saftlevenstraat 92,exploitatievergunning,2024-02-14
2344,Jan van Loonslaan,133,Jan van Loonslaan 133,omgevingsvergunning,2026-05-06
2345,Burgemeester Meineszstraat,120,Burgemeester Meineszstraat 120,terrasvergunning,2023-10-25
2346,Baardsestraat,185,Baardsestraat 185,nachthoreca,2022-10-16
2347,Kerstant van den Bergelaan,194,Kerstant van den Bergelaan 194,omgevingsvergunning,2023-07-19
2348,Barkasstraat,51,Barkasstraat 51,nachthoreca,2026-05-10
2349,Koornwaard,34,Koornwaard 34,nachthoreca,2026-12-23
2350,Menkemaborgstraat,151,Menkemaborgstraat 151,nachthoreca,2025-10-21
2351,Reeweg,181,Reeweg 181,alcoholvergunning,2023-06-07
2352,Brecklenkampstraat,161,Brecklenkampstraat 161,nachthoreca,2024-01-04
2353,Lissabonerf,40,Lissabonerf 40,omgevingsvergunning,2024-03-13
2354,Bollenland,10,Bollenland 10,omgevingsvergunning,2023-11-17
2355,Buffelstraat,115,Buffelstraat 115,exploitatievergunning,2023-04-14
2356,Cartesiusstraat,98,Cartesiusstraat 98,exploitatievergunning,2022-11-30
2357,Lombardhof,13,Lombardhof 13,terrasvergunning,2024-02-29
2358,Overschieseweg,116,Overschieseweg 116,terrasvergunning,2025-06-24
2359,Ellewoutsdijkstraat,76,Ellewoutsdijkstraat 76,alcoholvergunning,2022-07-14
2360,Zinkerweg,82,Zinkerweg 82,alcoholvergunning,2024-05-20
2361,Hammerfeststraat,25,Hammerfeststraat 25,terrasvergunning,2025-03-03
2362,Mahoniestraat,110,Mahoniestraat 110,exploitatievergunning,2023-12-21
2363,Soetendaalsestraat,151,Soetendaalsestraat 151,nachthoreca,2024-05-20
2364,Kruisplein,80,Kruisplein 80,omgevingsvergunning,2027-04-18
2365,Esmoreitpad,7,Esmoreitpad 7,alcoholvergunning,2027-04-09
2366,Loods Bali,82,Loods Bali 82,omgevingsvergunning,2023-11-08
2367,Vriendenlaan,189,Vriendenlaan 189,omgevingsvergunning,2023-05-11
2368,Aelbrechtskolk,81,Aelbrechtskolk 81,omgevingsvergunning,2023-02-06
2369,Bongert,34,Bongert 34,nachthoreca,2025-10-17
2370,Nazarethstraat,144,Nazarethstraat 144,terrasvergunning,2027-01-29
2371,Opijnenstraat,114,Opijnenstraat 114,terrasvergunning,2025-01-15
2372,Alblasserdamstraat,2,Alblasserdamstraat 2,omgevingsvergunning,2025-01-28
2373,Weimanspad,175,Weimanspad 175,nachthoreca,2026-06-05
2374,Oscar Romerostraat,172,Oscar Romerostraat 172,terrasvergunning,2023-12-03
2375,Petristraat,79,Petristraat 79,terrasvergunning,2023-01-13
2376,Riederlaan,6,Riederlaan 6,alcoholvergunning,2022-12-15
2377,Antony Duyklaan,178,Antony Duyklaan 178,alcoholvergunning,2026-10-08
2378,Neushoornstraat,177,Neushoornstraat 177,terrasvergunning,2022-06-30
2379,Schiestraat,154,Schiestraat 154,omgevingsvergunning,2024-11-12
2380,Everaertstraat,152,Everaertstraat 152,omgevingsvergunning,2023-10-30
2381,Wittebrem,128,Wittebrem 128,exploitatievergunning,2024-06-14
2382,Vestastraat,37,Vestastraat 37,alcoholvergunning,2027-02-26
2383,Hoyledestraat,155,Hoyledestraat 155,nachthoreca,2026-08-30
2384,Gilze-Rijenstraat,92,Gilze-Rijenstraat 92,nachthoreca,2025-12-29
2385,Chris Lebeauhof,152,Chris Lebeauhof 152,terrasvergunning,2024-08-16
2386,Almstraat,162,Almstraat 162,terrasvergunning,2022-09-30
2387,Stadhoudersweg,155,Stadhoudersweg 155,nachthoreca,2026-02-20
2388,Zijdewindestraat,155,Zijdewindestraat 155,omgevingsvergunning,2023-11-27
2389,Onzenoord,154,Onzenoord 154,alcoholvergunning,2027-02-06
2390,Medusastraat,32,Medusastraat 32,nachthoreca,2023-09-03
2391,Spaansepoort,36,Spaansepoort 36,exploitatievergunning,2026-03-26
2392,Anemoonstraat,102,Anemoonstraat 102,omgevingsvergunning,2023-05-15
2393,Cannemanstraat,158,Cannemanstraat 158,omgevingsvergunning,2023-03-30
2394,Overwegwachter,92,Overwegwachter 92,alcoholvergunning,2023-02-28
2395,Kievitslaan,109,Kievitslaan 109,exploitatievergunning,2027-03-19
2396,Ab de Molenaarpad,1,Ab de Molenaarpad 1,nachthoreca,2024-08-06
2397,Doddegras,33,Doddegras 33,omgevingsvergunning,2023-04-15
2398,Vliesridderstraat,168,Vliesridderstraat 168,exploitatievergunning,2026-07-02
2399,Kretalaan,181,Kretalaan 181,exploitatievergunning,2023-11-06
2400,Verdilaan,43,Verdilaan 43,terrasvergunning,2027-01-08
2401,Ruigenhoek,109,Ruigenhoek 109,exploitatievergunning,2026-12-06
2402,Hendrik de Keyserstraat,135,Hendrik de Keyserstraat 135,nachthoreca,2023-10-11
2403,Gooilandsingel,144,Gooilandsingel 144,nachthoreca,2022-08-31
2404,Mahatma Gandhistraat,182,Mahatma Gandhistraat 182,alcoholvergunning,2023-12-23
2405,Vroesenpad,59,Vroesenpad 59,exploitatievergunning,2023-07-07
2406,Metaalstraat,151,Metaalstraat 151,nachthoreca,2023-09-24
2407,Gunterstein,177,Gunterstein 177,nachthoreca,2022-11-12
2408,Gillis Huppestraat,94,Gillis Huppestraat 94,terrasvergunning,2023-11-10
